Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
184569,6237498,52,1,single,rented,yes,Geologist,Kavali,Andhra_Pradesh,1,13,0
184570,4813985,21,8,single,rented,no,Technical_writer,Tadipatri,Andhra_Pradesh,8,10,0
184571,1735303,41,7,single,rented,no,Biomedical_Engineer,North_Dumdum,West_Bengal,7,11,0
184572,6626765,57,10,single,rented,no,Technical_writer,Salem,Tamil_Nadu,10,13,0
184573,4559022,63,5,single,rented,yes,Surveyor,Udaipur,Rajasthan,5,11,0
184574,7231280,27,0,single,rented,yes,Civil_engineer,Bareilly,Uttar_Pradesh,0,10,0
184575,2462452,50,18,single,rented,no,Chartered_Accountant,Nandyal,Andhra_Pradesh,10,14,0
184576,1714140,27,10,single,rented,yes,Politician,Howrah,West_Bengal,10,10,1
184577,1887106,32,20,married,rented,no,Microbiologist,Jabalpur,Madhya_Pradesh,8,14,0
184578,2167931,58,13,married,rented,no,Secretary,Erode[17],Tamil_Nadu,9,11,0
184579,7055046,22,10,single,rented,no,Lawyer,Nellore[14][15],Andhra_Pradesh,6,13,0
184580,4613668,79,20,single,rented,no,Statistician,Bangalore,Karnataka,4,11,0
184581,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
184582,1303616,21,3,single,rented,no,Computer_hardware_engineer,Raipur,Chhattisgarh,3,13,0
184583,3852642,23,11,single,rented,no,Chef,Ramagundam[27],Telangana,11,12,0
184584,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
184585,6932717,37,0,single,rented,no,Engineer,Medininagar,Jharkhand,0,13,0
184586,8398435,50,9,single,norent_noown,yes,Economist,Vijayawada,Andhra_Pradesh,8,10,0
184587,9142815,26,3,married,rented,yes,Technology_specialist,Berhampore,West_Bengal,3,12,0
184588,523445,44,1,single,rented,yes,Graphic_Designer,Korba,Chhattisgarh,1,12,0
184589,6258651,24,18,single,rented,no,Surveyor,Orai,Uttar_Pradesh,4,11,0
184590,532746,78,18,married,rented,yes,Petroleum_Engineer,Haridwar,Uttarakhand,10,12,0
184591,6881187,23,18,single,rented,no,Technical_writer,Etawah,Uttar_Pradesh,11,10,0
184592,755002,59,12,single,rented,no,Computer_operator,Tezpur,Assam,12,10,0
184593,7843174,64,19,single,rented,no,Politician,Khandwa,Madhya_Pradesh,14,14,0
184594,1647746,40,1,single,rented,yes,Magistrate,Phusro,Jharkhand,1,12,0
184595,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,0
184596,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
184597,7830578,43,15,married,rented,no,Web_designer,Panvel,Maharashtra,6,10,0
184598,428758,47,0,single,rented,yes,Flight_attendant,Chittoor[28],Andhra_Pradesh,0,11,0
184599,9083499,77,19,single,rented,no,Psychologist,Ulhasnagar,Maharashtra,13,10,0
184600,3670961,63,12,single,owned,no,Psychologist,Tinsukia,Assam,3,11,0
184601,8757417,69,5,single,rented,yes,Statistician,Jaunpur,Uttar_Pradesh,5,10,0
184602,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil_Nadu,9,14,0
184603,9368826,22,4,single,rented,no,Flight_attendant,Kozhikode,Kerala,4,13,0
184604,7253122,72,20,single,rented,no,Magistrate,Tiruppur,Tamil_Nadu,8,10,0
184605,9018523,54,18,single,rented,yes,Lawyer,Nadiad,Gujarat,5,13,0
184606,4170819,59,18,single,rented,no,Surgeon,Solapur,Maharashtra,11,11,0
184607,4739684,34,18,single,rented,no,Physician,Bulandshahr,Uttar_Pradesh,10,13,0
184608,2357771,59,1,single,rented,yes,Army_officer,Kottayam,Kerala,1,12,0
184609,1977577,37,5,single,norent_noown,no,Geologist,Tiruvottiyur,Tamil_Nadu,4,14,0
184610,7732113,34,6,single,rented,no,Industrial_Engineer,Bhimavaram,Andhra_Pradesh,6,14,0
184611,9978516,51,5,single,rented,no,Statistician,Purnia[26],Bihar,5,14,0
184612,710851,21,19,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,14,12,0
184613,599470,53,17,single,rented,no,Flight_attendant,Srinagar,Jammu_and_Kashmir,3,13,0
184614,1500447,75,13,married,rented,no,Artist,Jaunpur,Uttar_Pradesh,13,12,0
184615,249273,33,18,single,rented,no,Engineer,Amaravati,Andhra_Pradesh,9,14,0
184616,7524377,76,19,single,rented,no,Financial_Analyst,Rampur,Uttar_Pradesh,5,13,0
184617,6758152,71,10,single,rented,no,Secretary,Jamshedpur,Jharkhand,7,11,0
184618,9385960,75,10,single,rented,no,Engineer,Thoothukudi,Tamil_Nadu,3,12,0
184619,5787761,76,1,single,rented,no,Chartered_Accountant,Darbhanga,Bihar,1,13,0
184620,7101109,34,0,single,rented,no,Dentist,South_Dumdum,West_Bengal,0,10,0
184621,6977568,68,1,single,rented,no,Technology_specialist,Nellore[14][15],Andhra_Pradesh,1,10,0
184622,8036025,23,8,single,rented,no,Consultant,Shimla,Himachal_Pradesh,4,14,1
184623,5187612,39,6,single,rented,no,Software_Developer,Ongole,Andhra_Pradesh,6,12,0
184624,9953142,51,6,single,norent_noown,no,Scientist,Raiganj,West_Bengal,6,14,0
184625,8658757,28,6,single,rented,yes,Chef,Jamalpur[36],Bihar,6,14,0
184626,4709297,42,14,single,rented,yes,Designer,Kota[6],Rajasthan,6,10,0
184627,7246361,55,19,single,rented,yes,Flight_attendant,Pimpri-Chinchwad,Maharashtra,3,10,0
184628,9270608,79,14,single,rented,no,Analyst,Kamarhati,West_Bengal,4,12,0
184629,4393229,34,11,single,rented,yes,Lawyer,Hospet,Karnataka,9,12,0
184630,1509614,25,0,married,rented,yes,Firefighter,Vijayanagaram,Andhra_Pradesh,0,13,1
184631,3204819,72,13,single,rented,no,Industrial_Engineer,Panihati,West_Bengal,12,14,0
184632,8118992,52,5,single,rented,no,Dentist,Bokaro,Jharkhand,5,11,0
184633,7656726,79,9,single,rented,yes,Industrial_Engineer,Ambala,Haryana,6,12,0
184634,968745,56,9,single,rented,no,Army_officer,Madanapalle,Andhra_Pradesh,5,14,0
184635,9314999,51,20,married,rented,no,Architect,Proddatur,Andhra_Pradesh,7,10,0
184636,8196231,37,14,single,rented,yes,Economist,Bongaigaon,Assam,7,13,0
184637,5311549,56,12,single,rented,no,Aviator,Dhule,Maharashtra,8,11,0
184638,5575513,71,0,single,rented,no,Chef,Hindupur,Andhra_Pradesh,0,11,0
184639,5867312,43,1,single,owned,no,Chartered_Accountant,Kurnool[18],Andhra_Pradesh,1,13,0
184640,5354814,29,20,single,owned,yes,Industrial_Engineer,Thiruvananthapuram,Kerala,14,14,0
184641,1652825,65,0,single,rented,no,Technical_writer,Nagpur,Maharashtra,0,14,0
184642,6644494,61,9,single,rented,yes,Air_traffic_controller,Kalyan-Dombivli,Maharashtra,9,12,0
184643,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
184644,7585042,53,15,single,rented,no,Official,Rohtak,Haryana,3,13,0
184645,2151167,41,2,single,rented,yes,Statistician,Nagaon,Assam,2,13,0
184646,9506126,30,12,single,owned,no,Economist,Mau,Uttar_Pradesh,12,13,0
184647,6810655,30,11,single,rented,no,Official,Durgapur,West_Bengal,10,12,0
184648,7066438,44,1,married,rented,no,Drafter,Chittoor[28],Andhra_Pradesh,1,10,0
184649,1558677,28,8,single,rented,no,Analyst,Nadiad,Gujarat,8,14,0
184650,4574793,32,20,single,rented,no,Secretary,Bhind,Madhya_Pradesh,6,11,0
184651,5823407,68,8,single,rented,no,Analyst,Howrah,West_Bengal,8,14,0
184652,5827839,43,1,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,1,10,0
184653,2701804,61,8,single,rented,no,Dentist,Naihati,West_Bengal,8,12,0
184654,9032196,68,11,single,rented,yes,Statistician,Solapur,Maharashtra,11,13,0
184655,6996011,76,13,single,rented,no,Magistrate,Chandigarh_city,Chandigarh,13,14,0
184656,1161702,28,4,married,rented,no,Librarian,Gandhinagar,Gujarat,4,14,0
184657,8259419,36,12,single,rented,yes,Police_officer,Berhampur,Odisha,5,14,0
184658,7804668,54,0,single,rented,no,Comedian,Bhilai,Chhattisgarh,0,14,0
184659,1659351,37,12,married,rented,yes,Industrial_Engineer,Agra,Uttar_Pradesh,12,11,0
184660,8621608,74,13,single,rented,no,Artist,Vijayawada,Andhra_Pradesh,4,13,0
184661,6834194,67,19,single,rented,yes,Comedian,Mango,Jharkhand,4,12,0
184662,3905134,74,3,married,rented,no,Analyst,Varanasi,Uttar_Pradesh,3,13,0
184663,329515,50,10,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,4,11,0
184664,9806306,78,15,single,rented,yes,Mechanical_engineer,Jalgaon,Maharashtra,4,12,0
184665,2214827,74,9,single,rented,yes,Comedian,Kadapa[23],Andhra_Pradesh,7,13,0
184666,7876459,73,3,single,rented,yes,Design_Engineer,Visakhapatnam[4],Andhra_Pradesh,3,12,0
184667,2426917,58,12,single,rented,yes,Psychologist,Tiruchirappalli[10],Tamil_Nadu,12,14,0
184668,4461235,70,10,married,rented,no,Chartered_Accountant,Shimoga,Karnataka,10,12,0
184669,808476,36,1,single,rented,no,Biomedical_Engineer,Deoghar,Jharkhand,1,13,0
184670,3805380,31,15,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,6,12,0
184671,6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
184672,9806896,53,0,married,rented,no,Computer_operator,Mehsana,Gujarat,0,11,0
184673,1711437,46,15,single,rented,no,Civil_engineer,Dhanbad,Jharkhand,4,14,0
184674,3393850,59,18,single,rented,no,Chemical_engineer,Anantapur,Andhra_Pradesh,12,13,0
184675,7253442,24,17,single,rented,no,Economist,Raurkela_Industrial_Township,Odisha,8,10,1
184676,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
184677,7805855,44,10,single,rented,yes,Industrial_Engineer,Eluru[25],Andhra_Pradesh,10,14,0
184678,8237019,76,8,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,8,12,0
184679,8688710,47,1,single,rented,no,Technician,Mira-Bhayandar,Maharashtra,1,10,0
184680,5713579,53,14,single,rented,no,Air_traffic_controller,Solapur,Maharashtra,10,11,0
184681,411534,76,8,married,rented,no,Civil_servant,Phusro,Jharkhand,8,11,0
184682,181844,33,6,married,rented,no,Computer_hardware_engineer,South_Dumdum,West_Bengal,6,11,0
184683,8854489,36,18,single,rented,no,Design_Engineer,Panvel,Maharashtra,13,14,0
184684,6765574,21,7,single,rented,yes,Comedian,Shimla,Himachal_Pradesh,5,12,0
184685,2493344,37,7,single,rented,yes,Consultant,Fatehpur,Uttar_Pradesh,6,12,0
184686,1967194,58,9,single,rented,no,Air_traffic_controller,Rewa,Madhya_Pradesh,9,11,0
184687,2397672,70,6,single,rented,no,Graphic_Designer,Thiruvananthapuram,Kerala,6,11,0
184688,3745099,27,10,single,rented,no,Analyst,Barasat,West_Bengal,10,11,1
184689,6309142,35,0,single,norent_noown,no,Scientist,Aizawl,Mizoram,0,14,0
184690,2139680,76,8,single,rented,yes,Technology_specialist,Saharsa[29],Bihar,4,12,0
184691,5439814,66,12,married,rented,no,Web_designer,Ratlam,Madhya_Pradesh,12,13,0
184692,6640673,30,15,single,rented,yes,Chemical_engineer,Vadodara,Gujarat,6,11,0
184693,4659517,76,2,married,rented,no,Army_officer,Tirupati[21][22],Andhra_Pradesh,2,12,0
184694,737051,58,0,single,rented,yes,Surgeon,Jamnagar,Gujarat,0,12,0
184695,3090546,54,9,single,rented,no,Chemical_engineer,Alwar,Rajasthan,5,12,0
184696,2206541,52,10,single,owned,no,Lawyer,Secunderabad,Telangana,10,10,0
184697,420777,41,1,single,rented,no,Politician,Darbhanga,Bihar,1,11,0
184698,1463112,45,20,single,rented,no,Microbiologist,Raebareli,Uttar_Pradesh,8,14,0
184699,2310597,30,6,single,rented,no,Technology_specialist,Pondicherry,Puducherry,6,13,0
184700,6357644,37,5,single,rented,no,Surgeon,Raebareli,Uttar_Pradesh,5,12,0
184701,8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
184702,8092590,42,4,single,rented,no,Industrial_Engineer,Shahjahanpur,Uttar_Pradesh,4,11,0
184703,7837542,76,3,single,rented,no,Technician,Ranchi,Jharkhand,3,13,0
184704,1528267,58,6,single,rented,no,Financial_Analyst,Raichur,Karnataka,3,11,0
184705,6382617,60,14,single,rented,yes,Analyst,Coimbatore,Tamil_Nadu,12,12,0
184706,2295877,71,0,single,rented,no,Computer_hardware_engineer,Chapra,Bihar,0,14,0
184707,4533369,56,16,single,rented,yes,Police_officer,Alwar,Rajasthan,8,13,0
184708,6942006,40,5,single,rented,no,Industrial_Engineer,Alwar,Rajasthan,5,14,0
184709,5338690,47,13,single,rented,no,Civil_servant,Bareilly,Uttar_Pradesh,13,11,0
184710,5979967,54,4,single,rented,no,Surgeon,Bihar_Sharif,Bihar,4,10,0
184711,8185066,45,0,single,rented,yes,Industrial_Engineer,Solapur,Maharashtra,0,12,0
184712,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,0
184713,7269037,69,10,single,rented,no,Dentist,Kishanganj[35],Bihar,10,12,0
184714,8476201,55,1,single,rented,no,Technology_specialist,Nandyal,Andhra_Pradesh,1,11,0
184715,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
184716,7877571,25,1,single,rented,no,Technician,Ramgarh,Jharkhand,1,12,0
184717,6250439,65,14,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,14,0
184718,6578390,48,17,single,rented,no,Microbiologist,Malegaon,Maharashtra,4,13,0
184719,5090840,78,12,single,rented,no,Flight_attendant,Nagpur,Maharashtra,5,11,0
184720,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0
184721,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0
184722,5294978,42,17,single,rented,no,Financial_Analyst,Srinagar,Jammu_and_Kashmir,8,11,0
184723,5748851,74,5,single,rented,no,Air_traffic_controller,Jaipur,Rajasthan,5,13,0
184724,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0
184725,1818095,30,1,married,rented,no,Graphic_Designer,Amroha,Uttar_Pradesh,1,11,0
184726,4707757,66,4,married,rented,no,Artist,Jamnagar,Gujarat,4,11,0
184727,6365998,45,8,single,rented,no,Biomedical_Engineer,Gulbarga,Karnataka,4,10,0
184728,4468065,45,15,single,rented,no,Mechanical_engineer,Agra,Uttar_Pradesh,6,10,0
184729,1161306,32,5,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,5,10,0
184730,1536602,44,5,single,rented,no,Mechanical_engineer,Berhampore,West_Bengal,5,12,0
184731,5765297,30,18,single,rented,yes,Biomedical_Engineer,Ajmer,Rajasthan,5,10,0
184732,2807530,21,6,single,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,6,14,0
184733,6396717,38,19,single,rented,no,Police_officer,Tirunelveli,Tamil_Nadu,9,12,0
184734,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13,0
184735,3477314,61,14,single,rented,no,Magistrate,Proddatur,Andhra_Pradesh,5,12,0
184736,3491608,30,3,single,rented,no,Graphic_Designer,Hospet,Karnataka,3,14,0
184737,2545624,55,19,single,rented,no,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,12,11,0
184738,5953166,24,3,single,rented,yes,Industrial_Engineer,Saharsa[29],Bihar,3,13,0
184739,2150637,62,18,single,rented,yes,Lawyer,New_Delhi,Delhi,10,10,0
184740,6616521,58,18,married,rented,no,Technician,Kumbakonam,Tamil_Nadu,3,14,0
184741,5469957,21,8,single,rented,yes,Psychologist,Bijapur,Karnataka,8,12,0
184742,9488176,30,7,single,rented,no,Politician,Hyderabad,Telangana,7,11,0
184743,921080,45,8,single,rented,no,Chartered_Accountant,Sangli-Miraj_&_Kupwad,Maharashtra,4,11,0
184744,2557697,59,18,single,rented,no,Graphic_Designer,Ichalkaranji,Maharashtra,8,14,0
184745,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,0
184746,3738605,22,5,single,rented,no,Artist,Dhanbad,Jharkhand,5,14,0
184747,4581810,36,14,single,rented,yes,Chartered_Accountant,Guna,Madhya_Pradesh,6,10,0
184748,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0
184749,3929663,50,5,single,rented,no,Mechanical_engineer,Shimla,Himachal_Pradesh,5,12,0
184750,9047999,50,1,single,norent_noown,no,Surveyor,Satara,Maharashtra,1,14,0
184751,2858930,40,8,single,rented,no,Flight_attendant,Srinagar,Jammu_and_Kashmir,8,13,0
184752,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
184753,4069436,67,6,single,rented,yes,Design_Engineer,Ballia,Uttar_Pradesh,5,13,0
184754,4612685,25,19,single,rented,yes,Statistician,Tiruchirappalli[10],Tamil_Nadu,8,11,0
184755,2915711,53,7,married,rented,no,Technical_writer,Amroha,Uttar_Pradesh,7,14,0
184756,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0
184757,7223191,44,9,single,rented,no,Air_traffic_controller,Asansol,West_Bengal,9,13,0
184758,5023725,67,9,married,rented,no,Army_officer,Hyderabad,Telangana,9,11,0
184759,3685843,77,15,single,norent_noown,no,Computer_hardware_engineer,Bareilly,Uttar_Pradesh,8,13,0
184760,4389360,42,20,single,rented,yes,Scientist,Jabalpur,Madhya_Pradesh,11,10,0
184761,6395936,66,11,single,owned,no,Comedian,Gandhinagar,Gujarat,11,14,0
184762,9516616,51,0,single,rented,no,Designer,Durgapur,West_Bengal,0,12,0
184763,4881021,76,18,married,rented,no,Designer,Adoni,Andhra_Pradesh,9,13,0
184764,6894894,27,7,single,rented,no,Librarian,Vasai-Virar,Maharashtra,7,13,0
184765,6558967,41,10,married,rented,no,Comedian,Bongaigaon,Assam,10,12,0
184766,5218196,49,12,single,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,12,10,0
184767,7714522,37,0,single,rented,yes,Surgeon,Satna,Madhya_Pradesh,0,10,0
184768,2204102,22,17,single,rented,no,Architect,Kavali,Andhra_Pradesh,7,12,1
184769,874579,47,9,single,rented,no,Graphic_Designer,Pallavaram,Tamil_Nadu,7,12,0
184770,7390231,35,8,single,rented,no,Physician,Surendranagar_Dudhrej,Gujarat,8,12,0
184771,8749318,21,15,married,rented,yes,Petroleum_Engineer,Giridih,Jharkhand,4,14,0
184772,8367421,59,3,single,rented,no,Air_traffic_controller,Dhanbad,Jharkhand,3,11,0
184773,330553,69,10,single,rented,yes,Chemical_engineer,Erode[17],Tamil_Nadu,10,10,0
184774,3711494,63,6,single,rented,yes,Scientist,Maheshtala,West_Bengal,6,14,0
184775,6006615,62,19,single,rented,no,Biomedical_Engineer,Orai,Uttar_Pradesh,12,12,0
184776,9187149,79,1,single,rented,yes,Chartered_Accountant,Nagaon,Assam,1,13,0
184777,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil_Nadu,5,14,0
184778,6204281,66,11,single,rented,no,Architect,Darbhanga,Bihar,11,10,0
184779,9809659,30,12,single,rented,yes,Hotel_Manager,Kollam,Kerala,11,12,0
184780,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
184781,2858493,34,3,single,rented,no,Flight_attendant,Anantapuram[24],Andhra_Pradesh,3,12,0
184782,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0
184783,9055375,75,12,single,rented,no,Design_Engineer,Mangalore,Karnataka,5,12,0
184784,2301024,51,11,single,rented,yes,Financial_Analyst,Haridwar,Uttarakhand,7,11,0
184785,2074547,55,14,single,rented,no,Surgeon,New_Delhi,Delhi,11,13,0
184786,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0
184787,5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12,0
184788,4627494,55,14,single,rented,no,Flight_attendant,Aizawl,Mizoram,7,11,0
184789,5945722,38,8,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,7,10,0
184790,6481616,70,16,single,rented,yes,Surveyor,Pudukkottai,Tamil_Nadu,13,10,0
184791,8344425,79,17,single,rented,no,Industrial_Engineer,Gopalpur,West_Bengal,3,13,0
184792,8898785,67,10,single,rented,no,Drafter,Tinsukia,Assam,10,12,0
184793,3333641,42,6,single,norent_noown,yes,Air_traffic_controller,Anand,Gujarat,6,10,0
184794,2790693,36,18,single,rented,yes,Mechanical_engineer,Dehri[30],Bihar,10,12,0
184795,1960176,67,20,single,rented,yes,Surgeon,Agra,Uttar_Pradesh,8,11,0
184796,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0
184797,4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0
184798,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0
184799,1742621,75,17,married,rented,yes,Computer_operator,Kumbakonam,Tamil_Nadu,3,12,0
184800,2040616,65,7,single,norent_noown,no,Scientist,Baranagar,West_Bengal,4,10,0
184801,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
184802,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0
184803,3006135,59,18,single,rented,no,Chartered_Accountant,Solapur,Maharashtra,6,10,0
184804,6406640,67,20,single,rented,no,Consultant,Hosur,Tamil_Nadu,8,10,0
184805,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
184806,8239075,26,7,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,7,11,0
184807,3538290,60,5,single,rented,no,Politician,Indore,Madhya_Pradesh,5,14,0
184808,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0
184809,6894008,66,3,married,rented,no,Civil_engineer,Aizawl,Mizoram,3,12,0
184810,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0
184811,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0
184812,9179456,43,15,single,rented,no,Army_officer,Bellary,Karnataka,7,11,0
184813,6466990,37,13,single,rented,no,Technical_writer,Chittoor[28],Andhra_Pradesh,6,14,0
184814,7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0
184815,628588,57,14,single,rented,no,Politician,Kadapa[23],Andhra_Pradesh,9,10,0
184816,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0
184817,5314421,46,14,single,rented,no,Flight_attendant,Jalandhar,Punjab,8,12,0
184818,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0
184819,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
184820,4520435,72,7,single,rented,yes,Lawyer,Silchar,Assam,7,12,0
184821,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,0
184822,8746011,61,13,single,rented,yes,Artist,Bharatpur,Rajasthan,11,10,0
184823,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
184824,1043413,33,16,single,rented,no,Hotel_Manager,Satara,Maharashtra,8,13,0
184825,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0
184826,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0
184827,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,0
184828,9427951,24,11,single,rented,no,Psychologist,Ramagundam[27],Telangana,8,12,1
184829,8097859,46,10,single,rented,no,Technology_specialist,Mau,Uttar_Pradesh,10,10,0
184830,9052853,52,15,single,rented,yes,Scientist,Bhalswa_Jahangir_Pur,Delhi,12,11,0
184831,9323226,25,20,single,rented,no,Dentist,Mahbubnagar,Telangana,6,10,0
184832,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,0
184833,6212610,34,3,single,rented,no,Technology_specialist,Gwalior,Madhya_Pradesh,3,12,0
184834,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,0
184835,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,0
184836,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
184837,9305632,41,3,single,rented,no,Fashion_Designer,Kharagpur,West_Bengal,3,11,0
184838,3705729,73,4,single,rented,no,Architect,New_Delhi,Delhi,4,13,0
184839,3475913,37,17,single,rented,no,Web_designer,Kolkata,West_Bengal,4,14,0
184840,3315306,66,14,single,rented,yes,Police_officer,Chinsurah,West_Bengal,3,11,0
184841,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,0
184842,5430984,29,15,single,rented,no,Secretary,Bhopal,Madhya_Pradesh,13,12,0
184843,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1
184844,8151369,67,11,single,rented,no,Industrial_Engineer,Coimbatore,Tamil_Nadu,6,12,0
184845,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0
184846,850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0
184847,9704353,73,18,single,rented,no,Magistrate,Phusro,Jharkhand,9,12,0
184848,3876672,55,12,single,rented,no,Engineer,Ramagundam[27],Telangana,11,12,0
184849,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0
184850,8261806,70,6,single,rented,no,Graphic_Designer,Mangalore,Karnataka,6,11,0
184851,7511554,53,4,single,rented,no,Design_Engineer,Amritsar,Punjab,4,11,0
184852,6380792,51,12,single,rented,no,Magistrate,Karimnagar,Telangana,12,13,0
184853,785836,54,0,single,rented,no,Civil_servant,Danapur,Bihar,0,14,0
184854,4662331,79,20,single,rented,no,Civil_servant,Barasat,West_Bengal,8,11,0
184855,4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0
184856,3758841,76,8,single,rented,no,Aviator,Jabalpur,Madhya_Pradesh,8,13,0
184857,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,0
184858,2450407,35,10,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,4,11,0
184859,7374419,43,13,single,rented,yes,Chef,Allahabad,Uttar_Pradesh[5],9,13,0
184860,9579515,30,19,single,rented,yes,Politician,Vadodara,Gujarat,12,12,0
184861,4470476,38,0,single,rented,yes,Analyst,Srinagar,Jammu_and_Kashmir,0,13,0
184862,1077610,30,12,single,rented,no,Aviator,Chennai,Tamil_Nadu,9,11,0
184863,5484941,25,1,single,rented,no,Biomedical_Engineer,Junagadh,Gujarat,1,10,0
184864,5613340,59,17,single,rented,no,Technical_writer,Serampore,West_Bengal,14,11,0
184865,5233653,71,9,single,rented,yes,Chartered_Accountant,Shivpuri,Madhya_Pradesh,3,11,0
184866,7146402,23,20,single,rented,no,Mechanical_engineer,Imphal,Manipur,4,14,1
184867,5931557,67,8,single,rented,yes,Physician,Rajpur_Sonarpur,West_Bengal,8,12,0
184868,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0
184869,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0
184870,4036559,64,1,single,rented,no,Financial_Analyst,Panipat,Haryana,1,12,0
184871,6420146,57,19,single,rented,yes,Statistician,Ghaziabad,Uttar_Pradesh,9,13,0
